"CaseNo","SegID","MilePost","Month","Day","Time","Weekday","Impact","Weather","SurfCond","Light","Severity","Fire"
"2002009463",4248,10.23,"03","19","1825","2","A3","3","2","4",6,"0"
"2002009473",2262,3.97,"03","20","1620","3","D3","4","2","1",7,"0"
"2002009474",1540,192.16,"02","21","1838","4","A3","3","2","6",1,"0"
"2002009485",1346,172.56,"03","19","1700","2","D4","3","2","1",1,"0"
"2002009493",1252,165.51,"03","20","1600","3","D2","4","2","1",1,"0"
"2002009510",1225,164.01,"03","19","0735","2","A4","1","1","1",1,"0"
"2002009522",3900,14.74,"03","22","1555","5","D4","1","1","1",1,"0"
"2002009524",1291,167.58,"03","20","1600","3","A2","4","2","1",7,"0"
"2002009539",1071,153.41,"03","18","1720","1","D1","2","2","1",7,"0"
"2002009551",1071,153.31,"03","22","1615","5","D3","2","1","1",6,"0"
"2002009557",840,128.53,"03","21","1510","4","D1","1","1","1",1,"0"
"2002009571",1321,170.58,"02","08","1814","5","A2","1","1","4",7,"0"
"2002009576",945,139.81,"02","01","1815","5","D4","2","2","4",1,"0"
"2002009589",1063,152.60,"02","11","2235","1","D2","1","1","4",1,"0"
"2002009592",1525,189.64,"03","22","2000","5","A3","1","1","4",1,"0"
"2002009607",1243,165.14,"03","18","0958","1","A1","4","2","1",7,"0"
"2002009615",1268,166.17,"03","18","1530","1","A5","9","2","1",7,"0"
"2002009618",4105,0.84,"03","08","0220","5","A1","2","4","4",7,"0"
"2002009621",598,94.82,"03","17","0935","7","A2","1","4","1",6,"0"
"2002009624",1190,161.85,"03","19","0636","2","A4","1","1","2",1,"0"
"2002009633",1097,154.68,"03","26","1125","2","D4","1","1","1",1,"0"
"2002009673",835,127.64,"03","29","1458","5","A4","3","2","1",1,"0"
"2002009679",3770,4.96,"03","21","1330","4","A2","1","1","1",6,"0"
"2002009690",1181,161.41,"03","15","1652","5","A4","1","1","1",1,"0"
"2002009703",4120,3.83,"03","22","1735","5","D2","1","1","3",1,"0"
"2002009731",1242,165.06,"03","24","1303","7","A2","1","1","1",7,"0"
"2002009743",1212,162.98,"03","24","1225","7","A1","1","1","1",7,"0"
"2002009753",1296,168.17,"03","23","0710","6","A2","2","1","1",1,"0"
"2002009772",1248,165.36,"03","24","1045","7","A2","2","1","1",7,"0"
"2002009776",1245,165.26,"03","24","1050","7","A2","2","1","1",1,"0"
"2002009780",3721,1.70,"03","02","1641","6","A1","1","1","1",7,"0"
"2002009782",610,98.15,"03","26","1000","2","A2","1","1","1",1,"0"
"2002009807",3761,4.51,"03","22","1222","5","D2","1","1","1",1,"0"
"2002009808",3746,3.57,"03","22","1155","5","D2","1","1","1",7,"0"
"2002009812",1319,170.23,"03","29","1600","5","D3","3","2","1",1,"0"
"2002009816",38,2.71,"04","11","0710","4","D3","3","2","1",1,"0"
"2002009819",4059,26.88,"03","28","0957","4","D2","3","2","1",6,"0"
"2002009821",3804,8.87,"03","15","1125","5","A2","3","2","1",1,"0"
"2002009825",1276,166.48,"03","28","0902","4","A4","2","2","1",6,"0"
"2002009826",3,0.28,"03","16","1637","6","A3","3","2","1",1,"0"
"2002009834",3798,7.52,"03","11","1440","1","D2","2","2","1",1,"0"
"2002009857",97,9.31,"03","16","1422","6","D2","6","2","1",7,"0"
"2002009863",1308,169.42,"03","31","1819","7","A1","1","1","3",1,"0"
"2002009903",94,8.95,"03","13","1730","3","A1","3","2","3",1,"0"
"2002009909",29,1.86,"03","13","0713","3","D4","1","2","1",1,"0"
"2002009924",1267,166.10,"04","12","1412","5","A4","3","2","1",7,"0"
"2002009933",3458,275.13,"03","18","1750","1","A2","4","4","3",1,"0"
"2002009937",6,0.39,"03","12","2018","2","A2","2","2","4",7,"0"
"2002009945",3711,1.00,"03","23","1418","6","A1","1","1","1",7,"0"
"2002009946",1242,165.01,"04","10","1509","3","A3","1","2","1",7,"0"
"2002009972",1242,165.11,"04","16","1650","2","A4","2","2","1",1,"0"
"2002009982",1481,185.46,"03","28","2258","4","D4","2","2","6",6,"0"
"2002009987",1010,147.51,"03","08","1405","5","D3","1","1","1",1,"0"
"2002010001",1135,156.57,"03","18","2039","1","D5","2","1","6",6,"0"
"2002010003",1441,181.01,"03","18","0629","1","D3","2","1","1",1,"0"
"2002010035",4121,4.00,"03","27","1702","3","D2","1","1","1",7,"0"
"2002010038",4039,24.49,"03","27","0705","3","D1","1","1","1",1,"0"
"2002010106",844,128.88,"03","12","1605","2","D1","3","2","1",7,"0"
"2002010118",2021,252.22,"03","18","1835","1","A2","3","2","4",7,"0"
"2002010120",1657,204.93,"03","23","1305","6","A3","2","1","1",1,"0"
"2002010147",859,131.30,"03","09","1445","6","A1","2","1","1",7,"0"
"2002010150",1224,163.44,"03","20","0611","3","D1","3","2","2",1,"0"
"2002010152",844,128.78,"03","17","1343","7","D4","1","1","1",1,"0"
"2002010162",2810,87.39,"03","18","1614","1","A1","4","3","1",1,"0"
"2002010170",2266,4.58,"03","22","1735","5","D3","1","1","1",1,"0"
"2002010185",1451,181.88,"03","16","1200","6","D1","4","2","1",1,"0"
"2002010207",1540,192.15,"03","22","1825","5","A3","1","1","3",1,"0"
"2002010226",1589,195.02,"03","15","1653","5","D3","1","2","1",7,"0"
"2002010229",1489,186.49,"03","22","1547","5","A3","1","1","1",7,"0"
"2002010234",1189,161.81,"03","29","1727","5","A5","2","1","1",1,"0"
"2002010249",1526,189.87,"03","22","1515","5","A4","1","1","1",1,"0"
"2002010254",2032,253.45,"03","19","1555","2","A1","3","2","1",1,"0"
"2002010270",1286,167.31,"03","29","1955","5","D3","2","1","4",1,"0"
"2002010277",3711,1.00,"03","17","1700","7","A1","1","1","1",1,"0"
"2002010287",3797,7.34,"03","27","0915","3","A2","1","1","1",6,"0"
"2002010296",1281,166.89,"03","31","1229","7","A4","1","1","1",1,"0"
"2002010377",101,10.95,"03","02","1740","6","A1","1","1","3",1,"0"
"2002010382",791,121.06,"03","22","1725","5","D1","1","1","1",7,"0"
"2002010388",923,137.31,"03","29","1922","5","D2","1","1","4",7,"0"
"2002010435",957,141.96,"03","19","0008","2","A1","3","2","4",1,"0"
"2002010462",1347,172.80,"03","21","1143","4","A4","1","1","1",7,"0"
"2002010469",3750,3.85,"03","11","0945","1","A1","3","2","1",1,"0"
"2002010474",840,128.24,"03","17","1350","7","D1","1","1","1",7,"0"
"2002010481",931,138.35,"03","28","1715","4","A4","1","1","1",1,"0"
"2002010483",1718,212.36,"03","18","1149","1","A3","4","2","1",6,"0"
"2002010490",1687,208.52,"03","18","1145","1","A3","4","3","1",7,"0"
"2002010491",840,128.44,"03","27","1514","3","D1","2","1","1",7,"0"
"2002010497",673,105.87,"02","15","1643","5","D3","1","1","1",1,"0"
"2002010499",1019,148.98,"03","22","1248","5","D1","1","1","1",1,"0"
"2002010501",2582,40.59,"03","18","1845","1","A1","4","3","4",1,"0"
"2002010513",1210,162.86,"03","22","1130","5","A1","2","1","1",1,"0"
"2002010518",3825,10.37,"03","30","1259","6","A3","2","1","1",1,"0"
"2002010523",923,137.49,"03","26","1619","2","D1","2","1","1",7,"0"
"2002010538",1086,154.25,"03","15","1550","5","A2","2","2","1",6,"0"
"2002010567",3533,280.07,"03","18","0656","1","A2","4","4","1",1,"0"
"2002010603",873,132.81,"03","20","1325","3","A1","3","2","1",1,"0"
"2002010614",1175,161.16,"03","28","1500","4","A4","3","2","1",1,"0"
"2002010651",3733,2.44,"03","16","2218","6","D1","1","1","4",7,"0"
"2002010664",3929,16.69,"03","21","1524","4","A3","1","1","1",1,"0"
"2002010665",2614,49.98,"03","15","0105","5","A1","4","3","6",1,"0"
"2002010666",1449,181.79,"03","19","1302","2","D1","3","2","1",1,"0"
"2002010683",36,2.59,"03","06","0905","3","D2","3","2","1",1,"0"
"2002010688",604,95.68,"03","28","1411","4","A2","1","1","1",1,"0"
"2002010693",42,2.88,"03","06","0851","3","D2","3","2","1",1,"0"
"2002010727",2452,18.52,"03","19","1900","2","D1","3","2","6",1,"0"
"2002010734",4032,24.24,"03","20","0645","3","D2","3","2","1",1,"0"
"2002010735",1539,192.11,"03","12","1030","2","A4","3","2","1",7,"0"
"2002010737",150,20.27,"03","03","0220","7","A1","1","1","6",1,"0"
"2002010739",4042,24.89,"03","20","0714","3","D2","4","2","1",1,"0"
"2002010747",21,1.30,"03","04","0735","1","D2","1","1","1",1,"0"
"2002010759",1221,163.37,"03","20","1607","3","A1","4","2","1",1,"0"
"2002010765",3895,14.49,"03","20","1521","3","D2","4","2","1",1,"0"
"2002010772",6,0.39,"03","27","1010","3","D1","2","1","1",7,"0"
"2002010781",1424,179.95,"03","16","2105","6","A3","1","4","6",1,"0"
"2002010786",529,80.15,"03","24","1725","7","A2","1","1","1",1,"0"
"2002010789",4120,3.83,"03","21","1640","4","D2","1","1","1",1,"0"
"2002010807",3396,267.63,"03","18","1335","1","A1","5","2","1",6,"0"
"2002010849",13,0.79,"03","29","0453","5","D2","1","1","4",6,"0"
"2002010872",1552,192.84,"03","23","1545","6","A3","1","1","1",1,"0"
"2002010877",831,126.58,"03","29","1458","5","A1","1","1","1",7,"0"
"2002010886",1294,167.90,"03","28","1228","4","D2","2","2","1",7,"0"
"2002010891",4051,26.21,"03","27","0733","3","D2","1","1","1",1,"0"
"2002010898",3722,1.83,"03","29","1914","5","A1","1","1","6",7,"0"
"2002010909",973,143.96,"04","12","2337","5","A4","3","2","6",1,"0"
"2002010910",1321,170.57,"03","17","1258","7","D4","1","1","1",1,"0"
"2002010914",2798,84.43,"03","28","1737","4","D2","2","1","1",1,"0"
"2002010915",3393,266.05,"03","19","0005","2","A2","2","4","6",1,"0"
"2002010917",3752,4.02,"03","20","1500","3","A1","3","2","1",6,"0"
"2002010928",3808,9.22,"03","21","0847","4","A1","1","1","1",1,"0"
"2002010957",1292,167.75,"03","31","1914","7","A4","1","1","3",1,"0"
"2002010979",1207,162.72,"03","30","1230","6","A1","1","1","1",1,"0"
"2002010996",2813,88.39,"03","18","1553","1","A2","4","3","1",1,"0"
"2002011004",4082,29.83,"03","01","2327","5","D1","1","1","6",1,"0"
"2002011008",1519,189.17,"03","14","1630","4","A3","3","2","1",1,"0"
"2002011026",1282,166.97,"04","13","1630","6","D1","3","2","1",1,"0"
"2002011032",1318,170.19,"04","04","1603","4","D4","1","1","1",7,"0"
"2002011068",1068,152.82,"03","29","1405","5","D3","1","1","1",1,"0"
"2002011073",1364,174.83,"04","16","1033","2","D1","3","2","1",1,"0"
"2002011077",954,141.51,"03","22","1621","5","D4","1","1","1",1,"0"
"2002011083",1347,172.81,"03","26","1839","2","A4","2","1","3",7,"0"
"2002011092",1349,172.90,"03","26","1831","2","A1","2","1","3",1,"0"
"2002011095",1220,163.36,"03","26","0703","2","A2","1","1","1",7,"0"
"2002011104",6,0.45,"04","01","1146","1","D3","1","1","1",7,"0"
"2002011106",972,143.85,"03","29","1520","5","D1","2","1","1",1,"0"
"2002011117",962,142.20,"03","28","1525","4","D1","1","1","1",7,"0"
"2002011130",2115,261.18,"04","03","1715","3","A2","1","1","1",1,"0"
"2002011157",1382,176.36,"03","21","0805","4","D4","2","1","1",1,"0"
"2002011162",2027,252.85,"04","01","1411","1","D1","1","1","1",1,"0"
"2002011163",1275,166.46,"03","20","1613","3","D4","4","2","1",1,"0"
"2002011166",18,1.11,"04","06","2029","6","D3","2","1","4",1,"0"
"2002011169",3860,12.89,"03","11","0355","1","A2","3","2","4",1,"0"
"2002011172",2097,257.76,"04","03","1812","3","A1","1","1","1",6,"0"
"2002011173",962,142.25,"04","02","1500","2","D1","1","1","1",7,"0"
"2002011187",3722,1.80,"04","21","1904","7","A1","3","2","3",1,"0"
"2002011197",972,143.69,"04","02","1545","2","D4","1","1","1",1,"0"
"2002011202",1299,168.41,"03","15","1856","5","A1","1","1","4",7,"0"
"2002011239",985,144.94,"04","26","1840","5","D1","3","2","1",1,"0"
"2002011244",3804,8.71,"04","29","1545","1","D2","1","1","1",7,"0"
"2002011248",4136,4.68,"04","04","1925","4","D3","1","1","4",7,"0"
"2002011305",808,123.06,"04","05","1625","5","A3","1","1","1",1,"0"
"2002011308",3544,280.72,"04","08","1045","1","D1","1","1","1",7,"0"
"2002011311",1368,175.11,"04","12","1747","5","A3","1","1","1",1,"0"
"2002011329",3782,5.51,"04","26","1432","5","A2","3","2","1",7,"0"
"2002011330",563,83.98,"03","09","2158","6","A2","3","2","6",1,"0"
"2002011339",1287,167.32,"04","08","1115","1","D1","1","1","1",1,"0"
"2002011346",1325,170.86,"04","12","1345","5","D1","1","1","1",7,"0"
"2002011359",1255,165.63,"04","13","1645","6","A2","3","2","1",1,"0"
"2002011372",1300,168.62,"04","03","1355","3","D4","1","1","1",1,"0"
"2002011383",1060,152.44,"04","19","1524","5","D5","1","1","1",1,"0"
"2002011453",2376,11.66,"04","10","1501","3","D4","3","2","1",7,"0"
"2002011456",4125,4.18,"04","10","1730","3","D2","1","1","1",1,"0"
"2002011462",1285,167.22,"04","02","1820","2","D5","1","1","1",1,"0"
"2002011470",1007,147.11,"04","01","0753","1","D3","2","1","1",7,"0"
"2002011493",3973,20.49,"04","04","0645","4","D3","1","1","1",7,"0"
"2002011506",1364,174.86,"04","04","1615","4","A4","1","1","1",1,"0"
"2002011518",2239,1.21,"04","09","1554","2","D4","3","2","1",1,"0"
"2002011520",1361,174.63,"04","10","0744","3","D3","2","2","1",1,"0"
"2002011529",2296,6.30,"04","29","1120","1","D3","1","1","1",1,"0"
"2002011541",2255,3.06,"04","01","1749","1","A3","1","1","1",7,"0"
"2002011545",1372,175.56,"04","10","0551","3","D3","3","2","2",1,"0"
"2002011561",4119,3.07,"04","04","0736","4","D2","1","1","1",1,"0"
"2002011569",1434,180.37,"04","02","0632","2","D3","1","1","1",1,"0"
"2002011575",4047,25.15,"04","03","0930","3","D2","1","1","1",1,"0"
"2002011578",1011,147.66,"04","13","1810","6","D1","3","2","6",1,"0"
"2002011581",4067,27.63,"04","03","1111","3","D1","1","1","1",7,"0"
"2002011589",1302,169.06,"04","13","1218","6","A1","2","1","1",7,"0"
"2002011606",4068,28.12,"04","03","1005","3","D2","1","1","1",1,"0"
"2002011614",3712,1.06,"04","13","1347","6","A1","3","2","1",7,"0"
"2002011617",1318,170.16,"04","10","1518","3","A2","3","2","1",1,"0"
"2002011640",1309,169.66,"04","27","1333","6","D1","2","1","1",1,"0"
"2002011652",28,1.70,"04","25","0823","4","D3","1","1","1",1,"0"
"2002011654",1337,171.94,"04","04","1321","4","A4","1","1","1",1,"0"
"2002011657",3800,7.73,"04","09","1540","2","D3","3","2","1",1,"0"
"2002011661",3745,3.23,"04","09","1246","2","D2","3","2","1",1,"0"
"2002011671",3508,278.71,"04","12","1500","5","A1","1","1","1",7,"0"
"2002011702",990,146.26,"04","03","2321","3","D3","1","1","9",1,"0"
"2002011709",1297,168.25,"04","11","1450","4","D2","2","1","1",1,"0"
"2002011713",4136,4.70,"04","26","1915","5","D1","3","2","1",1,"0"
"2002011721",4139,5.09,"04","09","0913","2","D2","3","2","1",1,"0"
"2002011723",4203,7.32,"04","26","1815","5","D2","3","2","1",7,"0"
"2002011727",3857,12.63,"04","26","1800","5","D2","3","2","1",7,"0"
"2002011729",1275,166.47,"04","04","1520","4","D2","1","1","1",7,"0"
"2002011732",2306,6.70,"04","26","1731","5","D5","3","2","1",7,"0"
"2002011742",3920,15.48,"04","04","1747","4","A1","1","1","1",1,"0"
"2002011747",897,134.99,"04","08","1745","1","A4","1","1","1",7,"0"
"2002011763",4219,8.67,"04","08","1050","1","D2","1","1","1",7,"0"
"2002011765",4033,24.26,"04","26","1550","5","A2","3","2","1",7,"0"
"2002011785",3618,287.21,"04","23","0730","2","D2","1","1","1",1,"0"
"2002011795",3787,6.38,"04","05","1540","5","A1","1","1","1",7,"0"
"2002011805",1498,187.49,"04","26","1822","5","A3","3","2","1",1,"0"
"2002011809",1524,189.56,"04","26","1805","5","A1","3","2","1",1,"0"
"2002011830",1050,151.44,"04","13","0818","6","A2","3","2","1",7,"0"
"2002011831",1347,172.81,"04","14","1414","7","D4","2","2","1",1,"0"
"2002011852",1549,192.47,"04","26","1520","5","A2","3","2","1",1,"0"
"2002011854",1015,148.70,"04","10","0701","3","A5","2","1","1",7,"0"
"2002011865",1822,227.96,"04","26","1630","5","A1","3","2","1",7,"0"
"2002011868",1054,151.84,"04","13","0901","6","A1","3","2","1",1,"0"
"2002011873",3752,4.13,"04","26","0745","5","A3","2","1","1",1,"0"
"2002011905",1291,167.69,"03","29","1620","5","A3","3","2","1",1,"0"
"2002011910",3846,11.57,"04","08","0952","1","A3","1","1","1",1,"0"
"2002011911",1164,160.15,"04","09","1551","2","A4","3","2","1",7,"0"
"2002011912",1225,164.01,"04","18","0733","4","A1","2","1","9",1,"0"
"2002011914",840,128.19,"04","08","1700","1","D1","1","1","1",7,"0"
"2002011915",1750,217.70,"04","03","1934","3","A2","1","1","6",7,"0"
"2002011918",1585,194.50,"04","26","1559","5","D1","3","2","1",7,"0"
"2002011919",3935,17.43,"04","24","0757","3","D1","1","1","1",1,"0"
"2002011924",3855,12.39,"04","24","1750","3","D2","2","1","1",7,"0"
"2002011929",3556,281.86,"04","29","1720","1","D1","1","1","1",7,"0"
"2002011957",1347,172.72,"04","16","1120","2","D1","3","2","1",6,"0"
"2002011970",1745,215.41,"04","21","1850","7","D3","3","2","1",7,"0"
"2002011999",2256,3.41,"04","01","1518","1","A3","1","1","1",7,"0"
"2002012013",1498,187.46,"04","11","1342","4","A4","3","2","1",1,"0"
"2002012017",2476,23.92,"04","13","1909","6","D2","3","2","3",1,"0"
"2002012026",1415,178.74,"04","14","1720","7","A2","1","1","1",1,"0"
"2002012033",1040,150.28,"04","08","0050","1","D3","2","1","4",1,"0"
"2002012036",1537,191.63,"04","18","1715","4","A2","1","1","1",6,"0"
"2002012039",2049,254.17,"04","25","1255","4","D2","1","1","1",1,"0"
"2002012066",1822,227.82,"04","12","1605","5","A2","2","1","1",1,"0"
"2002012097",1302,169.06,"04","09","1421","2","D3","2","1","1",1,"0"
"2002012134",1282,167.02,"04","04","1743","4","D4","1","1","1",1,"0"
"2002012139",880,133.47,"04","14","1428","7","A5","3","2","1",7,"0"
"2002012158",1196,162.25,"04","09","0815","2","A2","3","2","1",1,"0"
"2002012161",1284,167.20,"04","02","1720","2","A2","1","1","1",7,"0"
"2002012172",156,20.99,"04","09","0905","2","D3","3","2","1",1,"0"
"2002012186",1207,162.75,"04","09","1655","2","A3","3","2","1",1,"0"
"2002012191",855,130.48,"04","13","1351","6","A4","3","2","1",1,"0"
"2002012193",1274,166.44,"04","05","1910","5","A4","3","2","4",1,"0"
"2002012212",1347,172.81,"04","07","1610","7","D1","1","1","1",1,"0"
"2002012223",1225,163.61,"04","04","1450","4","D3","1","1","1",7,"0"
"2002012254",1558,193.03,"04","04","1320","4","A1","1","1","1",1,"0"
"2002012274",1347,172.81,"04","05","1340","5","D5","2","1","1",1,"0"
"2002012301",3737,2.66,"04","16","1345","2","D1","2","2","1",1,"0"
"2002012320",1019,149.13,"04","16","1939","2","D1","3","2","1",7,"0"
"2002012327",3805,8.98,"04","16","1337","2","A3","3","2","1",1,"0"
"2002012353",1349,172.90,"04","05","1848","5","D4","3","2","4",1,"0"
"2002012373",1305,169.24,"05","29","1655","3","D2","1","1","1",1,"0"
"2002012400",4013,23.11,"04","26","0854","5","D4","2","1","1",1,"0"
"2002012428",42,2.85,"04","27","1955","6","A3","1","1","1",1,"0"
"2002012435",1305,169.24,"04","03","1635","3","A1","1","1","1",1,"0"
"2002012444",1329,171.26,"04","04","0901","4","D2","1","1","1",1,"0"
"2002012467",881,133.55,"04","11","0640","4","A3","3","2","1",7,"0"
"2002012483",855,130.55,"04","18","0820","4","A2","3","2","1",7,"0"
"2002012502",3742,2.95,"04","19","1402","5","D3","1","1","1",1,"0"
"2002012513",1593,197.26,"04","08","0955","1","A3","1","1","1",7,"0"
"2002012530",4117,2.54,"04","04","1301","4","A1","1","1","1",1,"0"
"2002012567",878,133.36,"04","11","1620","4","D5","3","2","1",1,"0"
"2002012570",2255,2.56,"04","23","0740","2","D3","1","1","1",1,"0"
"2002012586",1009,147.41,"04","17","1737","3","D1","1","1","1",1,"0"
"2002012596",1173,160.95,"04","20","1940","6","D1","1","1","1",1,"0"
"2002012602",3826,10.42,"04","19","1341","5","D2","2","1","1",1,"0"
"2002012612",1008,147.26,"04","17","1520","3","D2","1","1","1",7,"0"
"2002012613",3871,13.49,"04","19","1632","5","D3","1","1","1",1,"0"
"2002012669",1,0.25,"04","24","1405","3","A1","1","1","1",1,"0"
"2002012722",1569,193.66,"04","21","1430","7","D3","2","1","1",7,"0"
"2002012742",1337,171.88,"04","26","1453","5","D4","3","2","1",1,"0"
"2002012745",634,101.67,"04","25","1551","4","A1","1","1","1",1,"0"
"2002012757",1534,191.02,"04","20","1510","6","A3","1","1","1",1,"0"
"2002012776",4164,6.07,"04","20","1338","6","D1","1","1","1",1,"0"
"2002012777",2226,0.75,"04","13","1815","6","D1","3","2","1",7,"0"
"2002012782",1768,220.71,"04","21","1924","7","D2","2","1","3",1,"0"
"2002012794",1824,228.00,"04","19","1430","5","A1","1","1","1",1,"0"
"2002012799",3508,278.67,"04","09","0805","2","D2","3","1","1",6,"0"
"2002012810",4001,22.40,"08","10","1821","6","A3","1","1","1",2,"1"
"2002012816",3857,12.74,"04","25","0905","4","D2","1","1","1",7,"0"
"2002012827",894,134.83,"04","24","1625","3","A1","1","1","1",1,"0"
"2002012828",1010,147.46,"04","10","1500","3","D2","3","2","1",7,"0"
"2002012872",3803,8.41,"04","23","0910","2","A2","1","1","1",1,"0"
"2002012884",1193,161.96,"04","09","1736","2","A4","2","1","1",1,"0"
"2002012936",1356,173.69,"04","16","1018","2","D3","3","2","1",1,"0"
"2002012939",1227,164.08,"04","17","1354","3","D2","1","1","1",1,"0"
"2002012942",880,133.40,"04","14","1425","7","A4","3","2","1",1,"0"
"2002012947",1070,153.24,"08","17","1520","6","A1","1","1","1",1,"0"
"2002012948",1237,164.68,"04","17","1454","3","A4","1","1","1",6,"0"
"2002012952",1585,194.42,"04","20","1313","6","A4","1","1","1",1,"0"
"2002012965",1312,169.96,"04","10","1525","3","D4","3","2","1",1,"0"
"2002012977",882,133.65,"04","18","1725","4","A3","1","1","1",1,"0"
"2002012991",823,125.49,"04","16","1645","2","D3","2","1","1",7,"0"
"2002013048",2106,259.84,"04","12","1215","5","D2","1","1","1",1,"0"
"2002013067",963,142.30,"04","11","1800","4","D2","3","2","1",6,"0"
"2002013070",3712,1.09,"04","28","1730","7","A1","1","1","1",1,"0"
"2002013091",1281,166.84,"04","05","1757","5","D4","3","2","4",7,"0"
"2002013095",3768,4.72,"04","24","0853","3","D2","1","1","1",1,"0"
"2002013104",3781,5.43,"04","16","1455","2","D3","3","2","1",1,"0"
"2002013112",4120,3.50,"04","30","1815","2","D2","1","1","1",7,"0"
"2002013132",4120,3.80,"04","30","1925","2","D2","1","1","1",7,"0"
"2002013146",3995,22.01,"04","23","1605","2","A3","1","1","1",1,"0"
"2002013161",4117,2.00,"04","30","1937","2","D1","1","1","1",1,"0"
"2002013180",3721,1.71,"04","10","1735","3","A1","1","1","1",7,"0"
"2002013203",3785,5.87,"04","10","0635","3","A3","2","2","1",1,"0"
"2002013216",3785,5.87,"04","10","0629","3","A2","2","2","1",1,"0"
"2002013234",3191,213.12,"08","29","1250","4","A1","1","1","1",2,"0"
"2002013285",1013,147.83,"04","10","0710","3","A4","3","2","1",1,"0"
"2002013296",1013,147.83,"04","10","0751","3","A4","3","2","1",1,"0"
"2002013302",2841,102.25,"04","13","1918","6","D1","3","2","1",6,"0"
"2002013309",1096,154.61,"04","11","1715","4","D5","2","1","1",1,"0"
"2002013320",1081,154.06,"04","09","1632","2","A2","3","2","1",7,"0"
"2002013330",1265,166.01,"04","12","1818","5","A2","2","2","1",1,"0"
"2002013331",940,139.25,"04","13","2230","6","A1","3","2","6",1,"0"
"2002013368",4102,0.73,"04","15","1733","1","A1","3","2","1",7,"0"
"2002013372",3847,11.66,"04","15","1535","1","A3","3","2","1",7,"0"
"2002013375",847,129.23,"04","03","1335","3","A2","1","1","1",1,"0"
"2002013379",1816,227.29,"08","16","1300","5","A2","1","1","1",1,"0"
"2002013383",2585,41.26,"04","13","1200","6","A2","3","2","1",1,"0"
"2002013411",2255,2.35,"03","07","2303","4","A3","4","3","4",1,"0"
"2002013413",2635,51.94,"04","14","1550","7","A8","4","3","1",1,"0"
"2002013416",724,112.95,"08","20","0745","2","D2","1","1","1",6,"0"
"2002013419",1163,159.78,"04","16","0745","2","A4","2","1","1",1,"0"
"2002013421",3852,12.27,"04","09","1705","2","D3","3","2","1",1,"0"
"2002013442",1248,165.36,"04","28","1049","7","A2","1","1","1",7,"0"
"2002013449",4012,22.91,"04","16","1445","2","A1","3","2","1",1,"0"
"2002013460",1242,165.06,"04","27","1135","6","A4","2","1","1",1,"0"
"2002013489",1302,169.06,"04","23","1436","2","D4","1","1","1",1,"0"
"2002013526",130,16.51,"04","11","0255","4","A2","3","2","6",7,"0"
"2002013532",880,133.42,"04","26","1320","5","DA","3","2","1",7,"0"
"2002013534",145,19.83,"04","11","1319","4","A2","1","2","1",7,"0"
"2002013544",1532,190.55,"08","17","1436","6","A4","1","1","1",7,"0"
"2002013545",855,130.73,"04","26","1730","5","A4","3","2","1",1,"0"
"2002013547",4117,1.66,"04","19","1801","5","A2","1","1","1",1,"0"
"2002013558",1295,167.93,"04","24","1827","3","A1","1","1","1",1,"0"
"2002013568",1585,194.56,"04","20","1807","6","D3","1","1","1",1,"0"
"2002013584",3802,8.00,"08","21","1725","3","D3","1","1","1",7,"0"
"2002013597",1613,199.16,"04","21","1605","7","D3","2","1","1",7,"0"
"2002013603",1590,195.56,"04","19","1727","5","D3","1","1","1",1,"0"
"2002013607",3815,10.05,"04","17","1520","3","D2","1","1","1",7,"0"
"2002013620",2261,3.96,"04","15","1005","1","A3","2","1","1",7,"0"
"2002013632",1177,161.26,"08","15","1100","4","A3","1","1","1",7,"0"
"2002013635",1302,169.06,"04","19","1555","5","A4","1","1","1",1,"0"
"2002013645",1163,160.03,"08","15","1055","4","A4","1","1","1",1,"0"
"2002013652",1262,165.86,"04","22","1752","1","D2","1","1","1",1,"0"
"2002013653",1068,153.04,"08","17","1415","6","A1","1","1","1",1,"0"
"2002013658",4107,0.94,"04","26","1641","5","A2","3","2","1",1,"0"
"2002013678",1283,167.12,"08","18","1939","7","A3","1","1","1",1,"0"
"2002013679",880,133.41,"04","14","1428","7","A5","3","2","1",1,"0"
"2002013694",1539,192.02,"04","17","1424","3","A3","1","1","1",1,"0"
"2002013696",1534,191.05,"04","19","1354","5","A3","1","1","1",1,"0"
"2002013704",1446,181.61,"04","23","0838","2","D3","1","1","1",7,"0"
"2002013710",3933,17.23,"04","29","1705","1","A3","1","1","1",1,"0"
"2002013711",2223,0.69,"04","18","1545","4","D2","1","1","1",1,"0"
"2002013714",1588,194.76,"04","23","0737","2","D2","1","2","1",1,"0"
"2002013747",1225,163.57,"04","28","1305","7","A4","1","1","1",1,"0"
"2002013751",1225,164.01,"04","26","1625","5","D4","2","2","1",7,"0"
"2002013754",1024,149.26,"04","01","0850","1","D4","3","2","1",1,"0"
"2002013778",4012,22.91,"04","26","1535","5","D2","2","1","1",1,"0"
"2002013781",985,144.89,"04","01","1331","1","D1","1","1","1",1,"0"
"2002013800",1562,193.29,"04","27","1315","6","A1","1","1","1",1,"0"
"2002013816",1352,173.15,"04","30","0740","2","D4","1","1","1",1,"0"
"2002013830",1236,164.67,"05","01","1653","3","D2","2","1","1",7,"0"
"2002013837",1483,186.03,"04","26","1606","5","A3","3","2","1",1,"0"
